element,type,sdv9,sdv8,sdv7,sdv4
1,C3D8,0.108588650823,1.0,0.0,0.0816741585732
5,C3D8,0.444839090109,1.0,0.0,-0.156802996993
9,C3D8,0.296038836241,1.0,0.0,0.0639097094536
13,C3D8,0.507882118225,1.0,0.0,-0.0217009726912
17,C3D8,0.102110743523,1.0,0.0,0.0339388586581
21,C3D8,0.194125130773,0.992531299591,0.0,-0.0274462494999
27,C3D8,0.0899323970079,0.989665865898,0.0,-0.010481399484
31,C3D8,0.107463508844,0.974992036819,0.0,-0.00366165093146
35,C3D8,0.0847843438387,0.945531606674,0.0,-0.0099251139909
39,C3D8,0.109987638891,0.985365748405,0.0,0.0641379803419
43,C3D8,0.14840041101,1.0,0.0,-0.0382747761905
47,C3D8,0.147697538137,1.0,0.0,0.0268389768898
48,C3D8,0.20850482583,1.0,0.0,0.0381615161896
52,C3D8,0.299133419991,1.0,0.0,-0.027333823964
56,C3D8,0.117327809334,1.0,0.0,0.0160815212876
60,C3D8,0.115848846734,0.999831318855,0.0,-0.0175653584301
64,C3D8,0.177657306194,1.0,0.0,0.0354113653302
68,C3D8,0.105565413833,1.0,0.0,-0.00949504971504
74,C3D8,0.206596344709,1.0,0.0,-0.00279316166416
78,C3D8,0.125063836575,1.0,0.0,0.0333989076316
82,C3D8,0.230657070875,1.0,0.0,-0.0873450636864
86,C3D8,0.157550781965,1.0,0.0,0.023466732353
90,C3D8,0.281737416983,1.0,0.0,-0.22101315856
94,C3D8,0.213579952717,1.0,0.0,-0.0584252923727
95,C3D8,0.124429561198,1.0,0.0,-0.0569712892175
99,C3D8,0.11711871624,1.0,0.0,-0.0302341021597
103,C3D8,0.124668613076,1.0,0.0,0.0333157218993
107,C3D8,0.0863308608532,1.0,0.0,-0.071678981185
111,C3D8,0.0932004973292,1.0,0.0,0.0519221536815
115,C3D8,0.159379065037,1.0,0.0,-0.118537671864
121,C3D8,0.102606587112,1.0,0.0,-0.00702736247331
125,C3D8,0.0944384559989,1.0,0.0,0.0483633205295
129,C3D8,0.176377356052,1.0,0.0,-0.0443287529051
133,C3D8,0.0535211637616,1.0,0.0,0.0585642643273
137,C3D8,0.326493173838,1.0,0.0,0.0192775018513
141,C3D8,0.250517457724,1.0,0.0,-0.00143761560321
142,C3D8,0.162779197097,0.95730638504,0.0,-0.0430015735328
146,C3D8,0.0988183766603,0.966752648354,0.0,-0.041363235563
150,C3D8,0.0475443899632,0.986263394356,0.0,0.0151084465906
154,C3D8,0.0697069391608,0.978257119656,0.0,-0.0353371351957
158,C3D8,0.0774667486548,0.947005152702,0.0,0.0494902059436
162,C3D8,0.102266274393,1.0,0.0,-0.0519788376987
168,C3D8,0.0475781299174,0.938383340836,0.0,-0.0112457321957
172,C3D8,0.0634656101465,1.0,0.0,0.0314250811934
176,C3D8,0.221671566367,0.934911966324,0.0,-0.00496349669993
180,C3D8,0.0488437414169,0.812026679516,0.0,0.0383515954018
184,C3D8,0.0898252353072,0.987379014492,0.0,-0.00691717211157
188,C3D8,0.261334240437,0.988891780376,0.0,-0.00841820240021
189,C3D8,0.0688205882907,0.794678688049,0.0,0.0219215210527
193,C3D8,0.051082894206,0.86574947834,0.0,-0.0108950231224
197,C3D8,0.0468249209225,0.827267587185,0.0,0.00914166215807
201,C3D8,0.0472375378013,0.843618929386,0.0,-0.00736036384478
205,C3D8,0.0525206401944,0.905710220337,0.0,-0.0263862423599
209,C3D8,0.0695978030562,0.819575607777,0.0,-0.0112756779417
215,C3D8,0.0508523099124,0.862491488457,0.0,-0.00294012762606
219,C3D8,0.0335803180933,0.913193702698,0.0,0.00762144289911
223,C3D8,0.0348827056587,0.706187427044,0.0,-0.0128450030461
227,C3D8,0.0635572597384,0.849343717098,0.0,-0.0133374240249
231,C3D8,0.0583191253245,0.864503860474,0.0,-0.00241337367333
235,C3D8,0.185122400522,0.984928965569,0.0,0.0591793805361
236,C3D8,0.0202382095158,0.262639224529,0.0,0.00659065600485
240,C3D8,0.00253438856453,0.0304695945233,0.0,-0.0101604619995
244,C3D8,0.00537965074182,0.0822503492236,0.0,0.00225681299344
248,C3D8,0.00979282706976,0.0605952553451,0.0,0.000667576910928
252,C3D8,0.00322185549885,0.185378134251,0.0,0.00176105916034
256,C3D8,0.0307933054864,0.440216511488,0.0,-0.0052442913875
262,C3D8,0.00333192106336,0.120844170451,0.0,-0.00121439131908
266,C3D8,0.00990866217762,0.269649207592,0.0,0.000173298147274
270,C3D8,0.0131814386696,0.305902123451,0.0,-0.00134178437293
274,C3D8,0.017777023837,0.258116424084,0.0,-0.00618766900152
278,C3D8,0.0191356409341,0.319521814585,0.0,-0.00805620197207
282,C3D8,0.0408195964992,0.542183101177,0.0,-0.00163656228688
283,C3D8,0.00191080325749,0.0158414710313,0.0,0.00403886474669
287,C3D8,0.0,0.0,0.0,-0.00170954142231
291,C3D8,0.0033038915135,0.0859120637178,0.0,0.00613885372877
295,C3D8,0.00156915385742,0.0844143405557,0.0,-0.000518420594744
299,C3D8,0.00744744809344,0.0860889777541,0.0,0.00170071120374
303,C3D8,0.00637107575312,0.00830474495888,0.0,-0.00135127326939
309,C3D8,0.0,0.0,0.0,-0.00339691061527
313,C3D8,0.0,0.0,0.0,-0.000322587235132
317,C3D8,0.0,0.0,0.0,0.000124724683701
321,C3D8,0.00235820282251,0.015327250585,0.0,0.00172595179174
325,C3D8,0.0,0.0,0.0,-0.000529256591108
329,C3D8,0.007842480205,0.129385858774,0.0,0.00475676404312
330,C3D8,0.0,0.0,0.0,0.00542805716395
334,C3D8,0.0159080140293,0.481365352869,0.0,-0.00771489180624
338,C3D8,0.00285346340388,0.0481312759221,0.0,0.00607152469456
