element,type,sdv9,sdv8,sdv7,sdv4
1,C3D8,0.0946168676019,0.889954388142,0.0,0.0492326542735
5,C3D8,0.0240525845438,0.5,0.0,-0.0414739921689
9,C3D8,0.0176781825721,0.317594945431,0.0,0.0247435905039
13,C3D8,0.0549620985985,0.974801301956,0.0,-0.0169031694531
17,C3D8,0.0266775526106,0.354581981897,0.0,0.0126410601661
21,C3D8,0.0512272194028,0.884628713131,0.0,-0.0132701350376
27,C3D8,0.074418283999,0.779105424881,0.0,-0.020202005282
31,C3D8,0.0436254814267,0.413913726807,0.0,0.0240524243563
35,C3D8,0.0790003240108,0.653484642506,0.0,-0.0286995079368
39,C3D8,0.0501643121243,0.725403249264,0.0,0.0361603870988
43,C3D8,0.0581109859049,0.679976284504,0.0,-0.0293274745345
47,C3D8,0.107991114259,1.0,0.0,0.0403183400631
48,C3D8,0.0632862895727,0.909660995007,0.0,0.0184738431126
52,C3D8,0.0587648823857,0.950520336628,0.0,-0.0317431055009
56,C3D8,0.0382729321718,0.643935799599,0.0,0.0276493448764
60,C3D8,0.00769507838413,0.181429073215,0.0,-0.021859144792
64,C3D8,0.0686341896653,0.986515641212,0.0,0.0329365693033
68,C3D8,0.0438464507461,0.656952619553,0.0,-0.0326550230384
74,C3D8,0.0383926555514,0.500032126904,0.0,-0.0213213115931
78,C3D8,0.0399843603373,0.720792710781,0.0,0.0249432008713
82,C3D8,0.0300503708422,0.744326531887,0.0,-0.0113319139928
86,C3D8,0.077012822032,0.776703119278,0.0,0.0303306225687
90,C3D8,0.0579578243196,0.730884850025,0.0,-0.0115927411243
94,C3D8,0.0681650191545,0.667262434959,0.0,0.0180041007698
95,C3D8,0.0814443975687,0.612938761711,0.0,0.0211563110352
99,C3D8,0.0229323934764,0.268534481525,0.0,-0.0235113948584
103,C3D8,0.0848303064704,0.809972643852,0.0,0.0325034968555
107,C3D8,0.0465917438269,0.773914992809,0.0,-0.0264269113541
111,C3D8,0.060633353889,0.732006788254,0.0,0.0277779586613
115,C3D8,0.0377092659473,0.494676113129,0.0,-0.0281093455851
121,C3D8,0.0332169868052,0.727570056915,0.0,-0.0111354505643
125,C3D8,0.0604967810214,0.930898010731,0.0,0.0291394367814
129,C3D8,0.0195504743606,0.630300164223,0.0,-0.00920140370727
133,C3D8,0.034795563668,0.651886761189,0.0,0.0119862752035
137,C3D8,0.0244589932263,0.393660128117,0.0,-0.0158186741173
141,C3D8,0.0963281914592,0.930021464825,0.0,0.0152033008635
142,C3D8,0.087856926024,0.5,0.0,0.00950524769723
146,C3D8,0.00421878183261,0.0312588885427,0.0,-0.00744275236502
150,C3D8,0.0228709597141,0.261909306049,0.0,0.00907333567739
154,C3D8,0.0146561507136,0.123957462609,0.0,-0.0201213769615
158,C3D8,0.0102614928037,0.255151093006,0.0,0.0103611238301
162,C3D8,0.0,0.0,0.0,-0.0150630250573
168,C3D8,0.0294110812247,0.554283618927,0.0,-0.0149182770401
172,C3D8,0.0292554013431,0.320505261421,0.0,0.00379722542129
176,C3D8,0.00368725089356,0.0882102698088,0.0,-0.0115209780633
180,C3D8,0.0124236913398,0.363740563393,0.0,0.00960207171738
184,C3D8,0.0403615422547,0.732572555542,0.0,-0.0207776017487
188,C3D8,0.113325625658,0.855106592178,0.0,0.0162929035723
189,C3D8,0.0215037111193,0.392708688974,0.0,2.29081306315e-05
193,C3D8,0.00932044163346,0.321407258511,0.0,-0.00789777003229
197,C3D8,0.0178730897605,0.167254641652,0.0,0.00839411467314
201,C3D8,0.0096759935841,0.212000966072,0.0,-0.00915336702019
205,C3D8,0.00742097292095,0.0994072109461,0.0,0.00813439674675
209,C3D8,0.0105624627322,0.397125929594,0.0,-0.00973707810044
215,C3D8,0.0,0.0,0.0,-0.00892771780491
219,C3D8,0.0154050532728,0.089692145586,0.0,0.0113176582381
223,C3D8,0.0,0.0,0.0,-0.00660751014948
227,C3D8,0.000124191312352,0.0860258191824,0.0,0.00200553052127
231,C3D8,0.0,0.0,0.0,-0.00409993063658
235,C3D8,0.0242230650038,0.255248636007,0.0,0.00107364496216
236,C3D8,0.00431421166286,0.25,0.0,0.00594251835719
240,C3D8,0.0,0.0,0.0,-0.00556742725894
244,C3D8,0.0,0.0,0.0,0.00577763747424
248,C3D8,0.00279446691275,0.0239104740322,0.0,-0.00509543018416
252,C3D8,0.00150589528494,0.000699014111888,0.0,0.00353775336407
256,C3D8,0.00599360279739,0.0818597525358,0.0,-0.00904442369938
262,C3D8,0.0,0.0,0.0,-0.00625081174076
266,C3D8,0.0,0.0,0.0,0.0055231358856
270,C3D8,0.0,0.0,0.0,-0.00941748172045
274,C3D8,0.0,0.0,0.0,0.00356514449231
278,C3D8,0.0,0.0,0.0,-0.00562330707908
282,C3D8,0.00454177567735,0.25,0.0,0.0065162316896
283,C3D8,0.00622562132776,0.0374558642507,0.0,0.00421163719147
287,C3D8,0.0,0.0,0.0,-0.00545555911958
291,C3D8,0.0,0.0,0.0,0.00447394698858
295,C3D8,0.0,0.0,0.0,-0.00261899083853
299,C3D8,0.0,0.0,0.0,0.00396125903353
303,C3D8,0.0,0.0,0.0,-0.00400387169793
309,C3D8,0.0,0.0,0.0,-0.00350257754326
313,C3D8,0.0,0.0,0.0,0.00166345189791
317,C3D8,0.0,0.0,0.0,-0.00210209330544
321,C3D8,0.0,0.0,0.0,0.00529357977211
325,C3D8,0.0,0.0,0.0,-0.0065761487931
329,C3D8,0.0,0.0,0.0,0.00373704335652
330,C3D8,0.0,0.0,0.0,0.00400071404874
334,C3D8,0.0,0.0,0.0,-0.00466813566163
338,C3D8,0.0,0.0,0.0,0.00527617149055
342,C3D8,0.0,0.0,0.0,-0.0050458656624
346,C3D8,0.0,0.0,0.0,0.00358750252053
350,C3D8,0.0,0.0,0.0,-0.0046615996398
356,C3D8,0.0,0.0,0.0,-0.00115416455083
360,C3D8,0.0,0.0,0.0,0.00256741489284
364,C3D8,0.0,0.0,0.0,-0.00276945484802
368,C3D8,0.0,0.0,0.0,0.00527527742088
372,C3D8,0.0,0.0,0.0,-0.00203231559135
376,C3D8,0.0,0.0,0.0,0.0029217354022
377,C3D8,0.0,0.0,0.0,0.00456859497353
381,C3D8,0.0,0.0,0.0,-0.00391452386975
385,C3D8,0.0,0.0,0.0,0.000743199256249
389,C3D8,0.0,0.0,0.0,-0.000922406674363
393,C3D8,0.000364789331798,0.0220810305327,0.0,0.00397370755672
397,C3D8,0.00316583109088,0.0459561124444,0.0,-0.00413200352341
403,C3D8,0.0,0.0,0.0,-0.00516920117661
407,C3D8,0.0,0.0,0.0,0.0022890381515
411,C3D8,0.0,0.0,0.0,-0.00235330080613
415,C3D8,0.0,0.0,0.0,-0.000451897794846
419,C3D8,0.0,0.0,0.0,-0.00394665217027
423,C3D8,0.0,0.0,0.0,0.00421258388087
424,C3D8,0.0063794516027,0.0250716358423,0.0,0.0123383570462
428,C3D8,0.00408953381702,0.173129871488,0.0,-0.00463859597221
432,C3D8,0.00951959844679,0.316821277142,0.0,0.00466035865247
436,C3D8,0.00733965309337,0.303551763296,0.0,-0.0048899948597
440,C3D8,0.00878578051925,0.305985182524,0.0,0.00584308197722
444,C3D8,0.0118014626205,0.252816468477,0.0,-0.00182912638411
450,C3D8,0.0109235607088,0.221301794052,0.0,-0.00429470371455
454,C3D8,0.0176787432283,0.100485652685,0.0,0.00780268060043
458,C3D8,0.00536284968257,0.123757570982,0.0,0.00149027793668
462,C3D8,0.0075941355899,0.0657184049487,0.0,-0.00182042550296
466,C3D8,0.0105372834951,0.25,0.0,-0.00405128858984
470,C3D8,0.000922153238207,0.0262638442218,0.0,-0.00400481699035
471,C3D8,0.0283393505961,0.25,0.0,0.0439558215439
475,C3D8,0.029280917719,0.938559293747,0.0,-0.0246335566044
479,C3D8,0.0207433346659,0.254443585873,0.0,0.0228524692357
483,C3D8,0.0155887901783,0.182677179575,0.0,-0.0185728408396
487,C3D8,0.019418226555,0.304433763027,0.0,0.018177991733
491,C3D8,0.0315235890448,0.197780996561,0.0,-0.021262191236
497,C3D8,0.0732410699129,0.88679921627,0.0,-0.033829331398
501,C3D8,0.0392373874784,0.676442027092,0.0,0.0455024465919
505,C3D8,0.0278679057956,0.497489959002,0.0,-0.0568682253361
509,C3D8,0.023431610316,0.25,0.0,0.0488923639059
513,C3D8,0.0434894561768,0.721400916576,0.0,-0.0509514510632
517,C3D8,0.0488659851253,0.5,0.0,0.0397232994437
518,C3D8,0.036615639925,0.764719843864,0.0,0.015474723652
522,C3D8,0.0325073115528,0.526677966118,0.0,-0.0265233274549
526,C3D8,0.0653716921806,0.879778385162,0.0,0.0342477299273
530,C3D8,0.0475402474403,0.693386375904,0.0,-0.0346421264112
534,C3D8,0.0421812608838,0.57954865694,0.0,0.0349970683455
538,C3D8,0.0329126417637,0.517406225204,0.0,-0.0289270281792
544,C3D8,0.0359871163964,0.731032729149,0.0,-0.0361780673265
548,C3D8,0.0174098722637,0.51607644558,0.0,0.0232317950577
552,C3D8,0.0312909409404,0.996670484543,0.0,-0.0460498332977
556,C3D8,0.0460959859192,0.817456960678,0.0,0.0296422503889
560,C3D8,0.0336672589183,0.728752970695,0.0,-0.0351155847311
564,C3D8,0.0442531481385,0.408646762371,0.0,0.022422298789
565,C3D8,0.0656526833773,0.900153398514,0.0,0.0213023722172
569,C3D8,0.0609435662627,0.642646968365,0.0,-0.0129342107102
573,C3D8,0.120864957571,1.0,0.0,0.0345295183361
577,C3D8,0.0652153640985,0.939589977264,0.0,-0.0370398387313
581,C3D8,0.0495323091745,0.582367479801,0.0,0.0330160148442
585,C3D8,0.0328216254711,0.40258949995,0.0,-0.0289918668568
591,C3D8,0.0194518398494,0.425420671701,0.0,-0.0263220407069
595,C3D8,0.0195765327662,0.565873205662,0.0,0.0156970638782
599,C3D8,0.0155531857163,0.288930743933,0.0,-0.0198112204671
603,C3D8,0.0308474823833,0.529837012291,0.0,0.0128795206547
607,C3D8,0.0328416973352,0.411531150341,0.0,-0.0127277625725
611,C3D8,0.068584702909,0.911702692509,0.0,0.0161454640329
612,C3D8,0.0495144203305,0.75616312027,0.0,-0.000198611756787
616,C3D8,0.0447714328766,0.857078611851,0.0,-0.0153017574921
620,C3D8,0.0467879362404,0.426990836859,0.0,0.00764735229313
624,C3D8,0.0164580717683,0.10756278038,0.0,-0.00758580164984
628,C3D8,0.00168673880398,0.000558300525881,0.0,0.0156673137099
632,C3D8,0.0,0.0,0.0,-0.0114175872877
638,C3D8,0.0104647660628,0.25,0.0,-0.0148381087929
642,C3D8,0.0171467792243,0.533239424229,0.0,0.014989935793
646,C3D8,0.0,0.0,0.0,-0.0134746721014
650,C3D8,0.0217149220407,0.571088433266,0.0,0.0145150786266
654,C3D8,0.0211053863168,0.310858786106,0.0,-0.0140672409907
658,C3D8,0.0784434080124,0.922793984413,0.0,0.00694499816746
659,C3D8,0.0088948905468,0.118156544864,0.0,-0.00163598859217
663,C3D8,0.0,0.0,0.0,0.000285241811071
667,C3D8,0.00554748624563,0.261583656073,0.0,0.00640123616904
671,C3D8,0.0,0.0,0.0,-0.00523727945983
675,C3D8,0.00729147298262,0.204745143652,0.0,0.00581245357171
679,C3D8,0.0,0.0,0.0,-0.00596394110471
685,C3D8,0.0,0.0,0.0,-0.00580726284534
689,C3D8,0.0,0.0,0.0,0.00467517180368
693,C3D8,0.00575935188681,0.0524506568909,0.0,-0.00621196534485
697,C3D8,0.00509975617751,0.170942530036,0.0,0.00837130006403
701,C3D8,0.0,0.0,0.0,-0.00683207064867
705,C3D8,0.0258653219789,0.293872237206,0.0,-0.00109881313983
706,C3D8,0.0,0.0,0.0,0.00572687434033
710,C3D8,0.0,0.0,0.0,-0.00681685470045
