element,type,sdv9,sdv8,sdv7,sdv4
1,C3D8,0.0,0.0,0.0,0.016190154478
5,C3D8,0.0,0.0,0.0,-0.0157968010753
9,C3D8,0.00643376586959,0.00125732878223,0.0,0.0157751496881
13,C3D8,0.0,0.0,0.0,-0.012970995158
17,C3D8,0.0,0.0,0.0,0.0121011110023
21,C3D8,0.0105182556435,0.0145186856389,0.0,-0.00927200354636
27,C3D8,0.0,0.0,0.0,-0.0123798483983
31,C3D8,0.00135769497138,0.00013859392493,0.0,0.0041381875053
35,C3D8,0.0,0.0,0.0,-0.00945037696511
39,C3D8,0.00242827204056,0.00794811081141,0.0,0.0153964031488
43,C3D8,0.00777694117278,0.020033814013,0.0,-0.0248094461858
47,C3D8,0.0,0.0,0.0,0.0169030483812
48,C3D8,0.0,0.0,0.0,0.0129983788356
52,C3D8,0.0,0.0,0.0,-0.0109643517062
56,C3D8,0.0,0.0,0.0,0.00874800700694
60,C3D8,0.0,0.0,0.0,-0.011599698104
64,C3D8,0.0,0.0,0.0,0.00988520123065
68,C3D8,0.0,0.0,0.0,-0.0138974813744
74,C3D8,0.016899805516,0.228915631771,0.0,-0.015710927546
78,C3D8,0.0105617968366,0.25,0.0,0.0143430195749
82,C3D8,0.0,0.0,0.0,-0.0182931888849
86,C3D8,0.0,0.0,0.0,0.0163203626871
90,C3D8,0.0141965486109,0.117224305868,0.0,-0.0141008449718
94,C3D8,0.0,0.0,0.0,0.012718305923
95,C3D8,0.0,0.0,0.0,0.0125311454758
99,C3D8,0.0,0.0,0.0,-0.00901625026017
103,C3D8,0.0,0.0,0.0,0.00897917617112
107,C3D8,0.0,0.0,0.0,-0.0106818508357
111,C3D8,0.0075234696269,0.0356710106134,0.0,0.00978000834584
115,C3D8,0.00656953221187,0.0237214490771,0.0,-0.016093287617
121,C3D8,0.0261002350599,0.268191993237,0.0,-0.0231073275208
125,C3D8,0.0220596976578,0.413561522961,0.0,0.0224964041263
129,C3D8,0.0,0.0,0.0,-0.022181186825
133,C3D8,0.0,0.0,0.0,0.0178770218045
137,C3D8,0.0,0.0,0.0,-0.0115694254637
141,C3D8,0.0,0.0,0.0,0.0105384588242
142,C3D8,0.0,0.0,0.0,0.0119298957288
146,C3D8,0.0,0.0,0.0,-0.0103274285793
150,C3D8,0.0,0.0,0.0,0.0118999518454
154,C3D8,0.0,0.0,0.0,-0.00988278072327
