element,type,sdv9,sdv8,sdv7,sdv4
1,C3D8,0.108245514333,1.0,0.0,0.0500533729792
5,C3D8,0.077711224556,1.0,0.0,0.0272260624915
9,C3D8,0.417656719685,1.0,0.0,0.149120226502
13,C3D8,0.132235333323,1.0,0.0,-0.0525459237397
17,C3D8,0.128422886133,1.0,0.0,0.021313931793
21,C3D8,0.159972816706,0.959004044533,0.0,-0.0153991635889
27,C3D8,0.0773228406906,0.974430441856,0.0,-0.0229451954365
31,C3D8,0.102787934244,0.965190291405,0.0,0.0153210451826
35,C3D8,0.0769346132874,0.936252593994,0.0,-0.0210048295557
39,C3D8,0.0881763398647,0.999253451824,0.0,0.0259087327868
43,C3D8,0.126109942794,1.0,0.0,-0.0472327210009
47,C3D8,0.0791366398335,1.0,0.0,0.0265349708498
48,C3D8,0.137485951185,1.0,0.0,0.0725716426969
52,C3D8,0.157398015261,1.0,0.0,0.0733470618725
56,C3D8,0.498973876238,1.0,0.0,0.00588539429009
60,C3D8,0.192489787936,1.0,0.0,-0.135800585151
64,C3D8,0.0874408483505,1.0,0.0,0.0137691702694
68,C3D8,0.107790358365,1.0,0.0,-0.0308942347765
74,C3D8,0.274306178093,1.0,0.0,-0.0372143276036
78,C3D8,0.0448335334659,1.0,0.0,-0.000523329770658
82,C3D8,0.0728568583727,1.0,0.0,-0.0292089283466
86,C3D8,0.0530342273414,1.0,0.0,0.0609897635877
90,C3D8,0.0537106320262,1.0,0.0,-0.0424468778074
94,C3D8,0.100219108164,1.0,0.0,0.0448600500822
95,C3D8,0.204015597701,1.0,0.0,0.058173507452
99,C3D8,0.131345614791,1.0,0.0,-0.0309103149921
103,C3D8,0.221000745893,1.0,0.0,0.0407552309334
107,C3D8,0.112074889243,1.0,0.0,-0.0979167670012
111,C3D8,0.106574065983,1.0,0.0,0.0466784499586
115,C3D8,0.0403263047338,1.0,0.0,-0.0274863578379
121,C3D8,0.16370293498,1.0,0.0,-0.0942527279258
125,C3D8,0.103743106127,1.0,0.0,0.00398894399405
129,C3D8,0.0972200855613,1.0,0.0,-0.0358200222254
133,C3D8,0.148045063019,1.0,0.0,0.0467395670712
137,C3D8,0.092272773385,1.0,0.0,-0.0700338110328
141,C3D8,0.11462341249,1.0,0.0,0.0805078148842
142,C3D8,0.159527942538,1.0,0.0,0.0604393556714
146,C3D8,0.144523322582,0.99878692627,0.0,-0.0242577530444
150,C3D8,0.100508891046,0.996494650841,0.0,0.00904540717602
154,C3D8,0.140089452267,0.996747493744,0.0,-0.0356862656772
158,C3D8,0.122844643891,1.0,0.0,-0.00716240378097
162,C3D8,0.0507522411644,0.865862965584,0.0,-0.0368146896362
168,C3D8,0.0800928771496,0.945102334023,0.0,-0.0387457832694
172,C3D8,0.12663769722,1.0,0.0,0.0693033710122
176,C3D8,0.060511674732,1.0,0.0,-0.0675916820765
180,C3D8,0.0921354442835,1.0,0.0,0.0431544110179
184,C3D8,0.0553078353405,1.0,0.0,-0.041372410953
188,C3D8,0.0579171478748,1.0,0.0,0.0246347524226
189,C3D8,0.0477493405342,0.685436606407,0.0,0.0043142195791
193,C3D8,0.0932861045003,0.80295675993,0.0,-0.0311125423759
197,C3D8,0.0687333643436,1.0,0.0,0.0128723420203
201,C3D8,0.0390062555671,0.742226541042,0.0,0.00100820977241
205,C3D8,0.047037448734,0.732082366943,0.0,-0.0115704406053
209,C3D8,0.0216174330562,0.543918907642,0.0,-0.00741749582812
215,C3D8,0.0317649580538,0.586628198624,0.0,-0.00744527578354
219,C3D8,0.0221213642508,0.849968135357,0.0,-0.00354554131627
223,C3D8,0.0518137589097,1.0,0.0,-0.00661164522171
227,C3D8,0.0167107693851,0.401284813881,0.0,-0.000430641754065
231,C3D8,0.0291343536228,0.75,0.0,0.00183748477139
235,C3D8,0.0412221625447,0.436930894852,0.0,-0.0039994828403
236,C3D8,0.00730563141406,0.22485306859,0.0,0.00733889872208
240,C3D8,0.0247268117964,0.863390445709,0.0,-0.00772057799622
244,C3D8,0.0236974172294,0.665880441666,0.0,0.00385420816019
248,C3D8,0.00977960601449,0.347182482481,0.0,-0.00293875276111
252,C3D8,0.00963327009231,0.398875653744,0.0,-0.00751058245078
256,C3D8,0.00386703037657,0.111085981131,0.0,0.00028062670026
262,C3D8,0.000660685880575,0.148808404803,0.0,0.000495215470437
266,C3D8,0.00299768801779,0.00182472600136,0.0,-4.96572465636e-06
270,C3D8,0.00564005132765,0.14617626369,0.0,-0.00158839381766
274,C3D8,0.00774972932413,0.0721038430929,0.0,0.00140089006163
278,C3D8,0.0053673684597,0.285937130451,0.0,-0.00780423125252
282,C3D8,0.00785505026579,0.156519591808,0.0,0.00496372720227
283,C3D8,0.000721210322808,0.000793079903815,0.0,0.00277407979593
287,C3D8,0.00438935309649,0.243678882718,0.0,-0.00155565876048
291,C3D8,0.00602852040902,0.0767337828875,0.0,0.00133559165988
295,C3D8,0.00587727036327,0.0482236593962,0.0,-0.00214147148654
299,C3D8,0.0,0.0,0.0,-0.000260735861957
303,C3D8,9.91962588159e-05,0.0586650818586,0.0,0.000548588810489
309,C3D8,0.00194496836048,0.0126897152513,0.0,-0.000346581276972
313,C3D8,0.0,0.0,0.0,0.000879917526618
317,C3D8,0.0,0.0,0.0,-0.000294786383165
321,C3D8,0.0,0.0,0.0,0.00134374760091
325,C3D8,0.00195830361918,0.25,0.0,-0.00139935314655
329,C3D8,0.0,0.0,0.0,0.000383827689802
330,C3D8,0.00209895265289,0.0169032569975,0.0,0.00107224390376
334,C3D8,0.00210138899274,0.0199715122581,0.0,-0.00246314471588
338,C3D8,0.0,0.0,0.0,0.00472511490807
342,C3D8,0.0,0.0,0.0,-0.00188372447155
346,C3D8,0.00292392843403,0.407769113779,0.0,0.00375647144392
350,C3D8,0.0,0.0,0.0,-0.00149182346649
356,C3D8,0.0,0.0,0.0,0.00113757362124
360,C3D8,0.0,0.0,0.0,-0.000144519639434
364,C3D8,0.0,0.0,0.0,-0.00194575334899
368,C3D8,0.0,0.0,0.0,0.000432750064647
372,C3D8,0.0,0.0,0.0,0.000741111289244
376,C3D8,0.0,0.0,0.0,0.00293537392281
377,C3D8,0.00486193038523,0.0521461777389,0.0,-0.000206446711672
381,C3D8,0.00850874837488,0.00371630652808,0.0,0.00158671790268
385,C3D8,0.00478248018771,0.0180255807936,0.0,0.00141869310755
389,C3D8,0.015851482749,0.384346783161,0.0,-0.00139304762706
393,C3D8,0.00911122746766,0.0859159976244,0.0,0.00215448834933
397,C3D8,0.00825341790915,0.25,0.0,-0.00255862786435
403,C3D8,0.00161908217706,0.22440944612,0.0,0.000725114834495
407,C3D8,0.0071706562303,0.0480771623552,0.0,-0.000364620995242
411,C3D8,0.0,0.0,0.0,-0.000573483819608
415,C3D8,0.0,0.0,0.0,-0.000798345077783
419,C3D8,0.0,0.0,0.0,-0.00121447257698
423,C3D8,0.00318244891241,0.0805246308446,0.0,0.00263857655227
424,C3D8,0.0065454095602,0.183717414737,0.0,-0.00516790524125
428,C3D8,0.053556330502,0.594180822372,0.0,-0.00188045972027
432,C3D8,0.0052446378395,0.108584284782,0.0,-0.00662656268105
436,C3D8,0.0490265190601,0.602484107018,0.0,-0.00637773610651
440,C3D8,0.0315742380917,0.647861540318,0.0,0.00543788913637
444,C3D8,0.0141714578494,0.604513287544,0.0,0.00344974175096
450,C3D8,0.0115797407925,0.431127339602,0.0,0.0083990721032
454,C3D8,0.0098991477862,0.182735547423,0.0,0.00577578414232
458,C3D8,0.011784796603,0.723270714283,0.0,0.000377726188162
462,C3D8,0.0200547520071,0.360561698675,0.0,0.0065771411173
466,C3D8,0.017070569098,0.690883755684,0.0,0.00780520308763
470,C3D8,0.0201761517674,0.461753070354,0.0,-0.00344753381796
471,C3D8,0.0482927523553,0.947285711765,0.0,0.0188764370978
475,C3D8,0.0403720773757,0.825693428516,0.0,-0.0571654476225
479,C3D8,0.122559554875,0.976577937603,0.0,0.0763437226415
483,C3D8,0.0418333746493,0.855242013931,0.0,-0.0370959937572
487,C3D8,0.141637921333,0.948943734169,0.0,0.0551950149238
491,C3D8,0.077423132956,0.826553344727,0.0,0.0160057935864
497,C3D8,0.04317586869,0.867020428181,0.0,-0.00443808361888
501,C3D8,0.0371805727482,0.585881531239,0.0,0.000596199533902
505,C3D8,0.0369733050466,0.837505221367,0.0,-0.0225931759924
509,C3D8,0.0651178658009,0.993391156197,0.0,0.0108586791903
513,C3D8,0.0963152945042,0.826485514641,0.0,-0.0202274955809
517,C3D8,0.0588677413762,0.949908137321,0.0,0.0298647657037
518,C3D8,0.0741891413927,1.0,0.0,0.013281237334
522,C3D8,0.117232777178,1.0,0.0,-0.0531270131469
526,C3D8,0.221051797271,1.0,0.0,-0.000221067428356
530,C3D8,0.0448212847114,0.963989257812,0.0,-0.05823976174
534,C3D8,0.0717567428946,1.0,0.0,0.0765917077661
538,C3D8,0.104970827699,1.0,0.0,-0.0804362371564
544,C3D8,0.0698063820601,0.978433191776,0.0,-0.046768758446
548,C3D8,0.0359864681959,0.984558284283,0.0,0.0642976462841
552,C3D8,0.0625669136643,1.0,0.0,-0.0569637566805
556,C3D8,0.159422442317,1.0,0.0,0.0187490805984
560,C3D8,0.162905916572,1.0,0.0,0.00365358940326
564,C3D8,0.11372268945,0.978218078613,0.0,0.00556033477187
565,C3D8,0.12088971585,1.0,0.0,0.0258910898119
569,C3D8,0.0714970454574,1.0,0.0,-0.0272528193891
573,C3D8,0.139671593904,1.0,0.0,0.0036975662224
