element,type,sdv9,sdv8,sdv7,sdv4
1,C3D8,0.0,0.0,0.0,0.0120101151988
5,C3D8,0.0,0.0,0.0,-0.0137663623318
9,C3D8,0.0,0.0,0.0,0.0129894753918
13,C3D8,0.0,0.0,0.0,-0.00799613911659
17,C3D8,0.0,0.0,0.0,0.00645617395639
21,C3D8,0.00899450387806,0.0715082511306,0.0,-0.00869948510081
27,C3D8,0.0,0.0,0.0,-0.00867041945457
31,C3D8,0.0047255679965,0.000607354741078,0.0,0.0138347968459
35,C3D8,0.0,0.0,0.0,-0.0186335258186
39,C3D8,0.00260457675904,0.0087058134377,0.0,0.0151941878721
43,C3D8,0.0,0.0,0.0,-0.0162568744272
47,C3D8,0.0,0.0,0.0,0.0125438906252
48,C3D8,0.0,0.0,0.0,0.0110396277159
52,C3D8,0.0,0.0,0.0,-0.0100119635463
56,C3D8,0.0,0.0,0.0,0.0104075483978
60,C3D8,0.0,0.0,0.0,-0.0107046673074
64,C3D8,0.0,0.0,0.0,0.0107428841293
68,C3D8,0.0,0.0,0.0,-0.0143955945969
74,C3D8,0.0,0.0,0.0,-0.0149022201076
78,C3D8,0.0,0.0,0.0,0.0153375137597
82,C3D8,0.0,0.0,0.0,-0.0126033434644
86,C3D8,0.0,0.0,0.0,0.0126500613987
90,C3D8,0.0,0.0,0.0,-0.0117139667273
94,C3D8,0.0,0.0,0.0,0.0110233994201
95,C3D8,0.0,0.0,0.0,0.011308263056
99,C3D8,0.0,0.0,0.0,-0.0103195002303
103,C3D8,0.0,0.0,0.0,0.00895290728658
107,C3D8,0.0,0.0,0.0,-0.00991194695234
111,C3D8,0.0,0.0,0.0,0.0102112507448
115,C3D8,0.0,0.0,0.0,-0.0137561056763
121,C3D8,0.0,0.0,0.0,-0.00871041789651
125,C3D8,0.0,0.0,0.0,0.0150030888617
129,C3D8,0.0,0.0,0.0,-0.0131606273353
133,C3D8,0.0,0.0,0.0,0.0091894082725
137,C3D8,0.0,0.0,0.0,-0.00881110038608
141,C3D8,0.0,0.0,0.0,0.0100297275931
142,C3D8,0.0,0.0,0.0,0.0118096899241
146,C3D8,0.0,0.0,0.0,-0.0110411122441
150,C3D8,0.0,0.0,0.0,0.0120702246204
154,C3D8,0.0,0.0,0.0,-0.0100623499602
158,C3D8,0.0,0.0,0.0,0.00955024175346
162,C3D8,0.0,0.0,0.0,-0.00803421810269
168,C3D8,0.0,0.0,0.0,-0.0099690426141
172,C3D8,0.0,0.0,0.0,0.0110142081976
176,C3D8,0.0,0.0,0.0,-0.0126338982955
180,C3D8,0.0,0.0,0.0,0.0121412714943
184,C3D8,0.0,0.0,0.0,-0.013917889446
188,C3D8,0.0,0.0,0.0,0.0116959707811
189,C3D8,0.0,0.0,0.0,0.0103391623124
