element,type,sdv9,sdv8,sdv7,sdv4
1,C3D8,0.0,0.0,0.0,0.00925105065107
5,C3D8,0.0,0.0,0.0,-0.00909464526922
9,C3D8,0.0,0.0,0.0,0.00882000848651
13,C3D8,0.0,0.0,0.0,-0.00874600373209
17,C3D8,0.0,0.0,0.0,0.00858192145824
21,C3D8,0.0,0.0,0.0,-0.00856445543468
27,C3D8,0.0,0.0,0.0,-0.0083939358592
31,C3D8,0.0,0.0,0.0,0.00862744823098
35,C3D8,0.0,0.0,0.0,-0.00871949922293
39,C3D8,0.0,0.0,0.0,0.00888277776539
43,C3D8,0.0,0.0,0.0,-0.00893711298704
47,C3D8,0.0,0.0,0.0,0.00921677146107
48,C3D8,0.0,0.0,0.0,0.00914779491723
52,C3D8,0.0,0.0,0.0,-0.00883270893246
56,C3D8,0.0,0.0,0.0,0.0084757944569
60,C3D8,0.0,0.0,0.0,-0.00848711375147
64,C3D8,0.0,0.0,0.0,0.00828703399748
68,C3D8,0.0,0.0,0.0,-0.00847927201539
74,C3D8,0.0,0.0,0.0,-0.00857882294804
78,C3D8,0.0,0.0,0.0,0.00898734014481
82,C3D8,0.0,0.0,0.0,-0.00906268507242
86,C3D8,0.0,0.0,0.0,0.00928672682494
90,C3D8,0.0,0.0,0.0,-0.00922823138535
94,C3D8,0.0,0.0,0.0,0.00913442391902
95,C3D8,0.0,0.0,0.0,0.00908281654119
99,C3D8,0.0,0.0,0.0,-0.00879181083292
103,C3D8,0.0,0.0,0.0,0.0083669628948
107,C3D8,0.0,0.0,0.0,-0.00843444187194
111,C3D8,0.0,0.0,0.0,0.00820337422192
115,C3D8,0.0,0.0,0.0,-0.00852631963789
121,C3D8,0.0,0.0,0.0,-0.00864517316222
125,C3D8,0.0,0.0,0.0,0.0091500794515
129,C3D8,0.0,0.0,0.0,-0.00920430012047
133,C3D8,0.0,0.0,0.0,0.00945095159113
137,C3D8,0.0,0.0,0.0,-0.00929212849587
141,C3D8,0.0,0.0,0.0,0.0091012082994
142,C3D8,0.0,0.0,0.0,0.009152373299
146,C3D8,0.0,0.0,0.0,-0.00880063790828
150,C3D8,0.0,0.0,0.0,0.00842631980777
154,C3D8,0.0,0.0,0.0,-0.00844380818307
158,C3D8,0.0,0.0,0.0,0.00824594032019
162,C3D8,0.0,0.0,0.0,-0.00846117548645
168,C3D8,0.0,0.0,0.0,-0.00859835743904
172,C3D8,0.0,0.0,0.0,0.00898743607104
176,C3D8,0.0,0.0,0.0,-0.00908897258341
180,C3D8,0.0,0.0,0.0,0.00929200835526
184,C3D8,0.0,0.0,0.0,-0.00922649819404
188,C3D8,0.0,0.0,0.0,0.00911003164947
189,C3D8,0.0,0.0,0.0,0.00921252369881
193,C3D8,0.0,0.0,0.0,-0.00889074709266
